subject_id,src,x,y,planet,x_init,y_init
14349,img/planet1.png,649,441,1,1217,38
14349,img/planet2.png,525,589,2,1355,344
14349,img/planet3.png,454,161,3,780,28
14349,img/planet4.png,761,496,4,818,644
14349,img/planet5.png,579,343,5,644,564
14349,img/planet6.png,335,263,6,460,644
14349,img/planet7.png,547,241,7,556,508
14349,img/planet8.png,855,486,8,1126,457
14349,img/planet9.png,703,350,9,1063,228
14349,img/planet10.png,422,268,10,590,195
14349,img/planet11.png,844,390,11,1350,615
14349,img/planet12.png,561,491,12,1076,164
14349,img/planet13.png,444,511,13,30,403
14349,img/planet14.png,481,62,14,1276,337
14349,img/planet15.png,463,375,15,1145,576
