subject_id,src,x,y,planet,x_init,y_init
14820,img/planet1.png,618,72,1,829,36
14820,img/planet2.png,770,155,2,877,193
14820,img/planet3.png,870,327,3,912,253
14820,img/planet4.png,390,220,4,931,140
14820,img/planet5.png,63,368,5,808,90
14820,img/planet6.png,561,264,6,2,425
14820,img/planet7.png,157,434,7,873,33
14820,img/planet8.png,533,373,8,355,271
14820,img/planet9.png,477,205,9,430,21
14820,img/planet10.png,265,116,10,462,195
14820,img/planet11.png,664,267,11,664,267
14820,img/planet12.png,361,329,12,371,272
14820,img/planet13.png,356,49,13,203,301
14820,img/planet14.png,215,379,14,105,436
14820,img/planet15.png,121,109,15,65,275
