subject_id,src,x,y,planet,x_init,y_init
15421,img/planet1.png,314,416,1,343,366
15421,img/planet2.png,810,95,2,820,153
15421,img/planet3.png,884,79,3,778,441
15421,img/planet4.png,728,302,4,64,179
15421,img/planet5.png,424,171,5,512,339
15421,img/planet6.png,661,300,6,534,409
15421,img/planet7.png,380,28,7,189,195
15421,img/planet8.png,822,22,8,815,21
15421,img/planet9.png,702,237,9,624,147
15421,img/planet10.png,384,435,10,104,163
15421,img/planet11.png,352,332,11,390,278
15421,img/planet12.png,249,408,12,351,272
15421,img/planet13.png,345,103,13,287,55
15421,img/planet14.png,417,99,14,465,58
15421,img/planet15.png,348,179,15,309,222
