subject_id,src,x,y,planet,x_init,y_init
15455,img/planet1.png,819,280,1,819,280
15455,img/planet2.png,407,522,2,211,532
15455,img/planet3.png,567,259,3,567,259
15455,img/planet4.png,1075,32,4,1075,32
15455,img/planet5.png,262,231,5,133,205
15455,img/planet6.png,1075,57,6,1122,222
15455,img/planet7.png,772,365,7,1065,128
15455,img/planet8.png,300,89,8,43,328
15455,img/planet9.png,905,296,9,905,296
15455,img/planet10.png,553,211,10,553,211
15455,img/planet11.png,218,82,11,156,193
15455,img/planet12.png,464,508,12,439,615
15455,img/planet13.png,786,468,13,786,468
15455,img/planet14.png,839,373,14,839,373
15455,img/planet15.png,282,240,15,496,230
