subject_id,src,x,y,planet,x_init,y_init
14717,img/planet1.png,1039,80,1,1074,87
14717,img/planet2.png,94,67,2,2,220
14717,img/planet3.png,58,191,3,135,365
14717,img/planet4.png,152,310,4,1142,538
14717,img/planet5.png,1225,224,5,1172,323
14717,img/planet6.png,1010,211,6,636,595
14717,img/planet7.png,192,166,7,1121,610
14717,img/planet8.png,605,556,8,325,549
14717,img/planet9.png,955,581,9,1236,417
14717,img/planet10.png,873,76,10,692,410
14717,img/planet11.png,1142,99,11,168,145
14717,img/planet12.png,863,487,12,757,251
14717,img/planet13.png,850,585,13,776,461
14717,img/planet14.png,235,52,14,1017,507
14717,img/planet15.png,753,624,15,511,262
