subject_id,src,x,y,planet,x_init,y_init
14244,img/planet1.png,520,69,1,412,96
14244,img/planet2.png,568,128,2,511,194
14244,img/planet3.png,284,234,3,85,332
14244,img/planet4.png,306,333,4,662,4
14244,img/planet5.png,193,87,5,202,237
14244,img/planet6.png,450,347,6,518,233
14244,img/planet7.png,366,149,7,291,157
14244,img/planet8.png,809,215,8,251,33
14244,img/planet9.png,120,239,9,125,350
14244,img/planet10.png,762,111,10,824,21
14244,img/planet11.png,566,272,11,675,291
14244,img/planet12.png,747,348,12,750,80
14244,img/planet13.png,435,26,13,286,430
14244,img/planet14.png,864,136,14,385,139
14244,img/planet15.png,148,355,15,221,452
