subject_id,src,x,y,planet,x_init,y_init
14458,img/planet1.png,515,126,1,397,160
14458,img/planet2.png,502,137,2,32,468
14458,img/planet3.png,509,149,3,510,367
14458,img/planet4.png,484,116,4,479,373
14458,img/planet5.png,508,139,5,932,197
14458,img/planet6.png,486,134,6,34,98
14458,img/planet7.png,519,133,7,808,305
14458,img/planet8.png,488,139,8,353,539
14458,img/planet9.png,511,129,9,511,129
14458,img/planet10.png,502,130,10,408,126
14458,img/planet11.png,499,133,11,203,191
14458,img/planet12.png,503,122,12,606,24
14458,img/planet13.png,509,121,13,952,350
14458,img/planet14.png,510,130,14,413,175
14458,img/planet15.png,485,131,15,41,316
