subject_id,trial_type,trial_index,time_elapsed,block,rt,stimulus,planet,community,response,correct,key_press,learning_correct_response,parse,init_locations,final_locations,browser_interactions,num_comp,planet_map
15144,commdev-instructions,7,33583,NA,2529.400001525879,"<p>In this game, you will be shown a 3x3 grid of patterns.</p> <p>The last one in the bottom right-hand corner, <strong>will be missing:</strong></p> <div style='width: 700px;'><div style='float: top;'><img style='width: 200px;' src='practice/p1_M1.png'></img><p class='small'>You need to select<strong> which of the four possible patterns </strong>along the bottom<strong> fits into the gap:</strong></p></div><div style='float: top;'><img style='width: 300px;' src='practice/p1_T1.png'></img></div><br>",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,8,85688,NA,32486.10000038147,"<p>Try to be as fast and as accurate as you can be.</p> <p>If you cannot solve the puzzle then you should guess - you will not be penalised for an incorrect answer.</p> <p>The task contains a shuffled mix of easy, medium and hard puzzles.</p> <p>You will have <strong>30 seconds</strong> to complete each puzzle.</p><br>",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,15,116492,NA,1630.6000003814697,<p><strong>Success!</strong></p> <p>You seem to be getting the hang of this...</p> <p>Let's move on to the real trials.</p><br>,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,123,933830,NA,325006.89999961853,"<p>In this game, you are a scientist on board a space shuttle. </p><p> On each mission, you will visit planets all across the universe.</p><img src=""img/controlroom.jpg"" width=300vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,124,937517,NA,1204.6000003814697,"<p>Here are a few planets you might see:</p><img src=""img/practice1.png"" width=200vw><img src=""img/practice2.png"" width=200vw><img src=""img/practice3.png"" width=200vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,125,948751,NA,3799.6000003814697,"<p>Your job as a scientist is to record which direction the winds are moving on each planet.</p><p>There are two types of wind directions:</p><img src=""img/practice1_left.png"" width=200vw><img src=""img/practice1_right.png"" width=200vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,126,955611,NA,1947.6000003814697,"<p>If the winds are moving this way, press the letter <strong>F</strong> on the keyboard as fast as you can.</p><img src=""img/leftwind.png"" width=250vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,127,963161,NA,3020.199998855591,"<p>If the winds are moving this way, press the letter <strong>J</strong> on the keyboard as fast as you can.</p><img src=""img/rightwind.png"" width=350vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,128,983175,NA,15584.10000038147,<p>You will have 1 second to respond. Try to respond before the time runs out!,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
15144,commdev-instructions,129,990279,NA,1647.400001525879,<p>The planets you will visit will look different from each other.</p><p>You should respond <strong>only</strong> based on wind direction.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"5,11,13,9,15,7,8,10,14,6,3,2,4,12,1"
