subject_id,src,x,y,planet,x_init,y_init
14816,img/planet1.png,102,182,1,135,177
14816,img/planet2.png,252,226,2,252,226
14816,img/planet3.png,761,209,3,695,127
14816,img/planet4.png,761,403,4,761,403
14816,img/planet5.png,410,309,5,714,183
14816,img/planet6.png,451,213,6,960,106
14816,img/planet7.png,814,83,7,814,83
14816,img/planet8.png,833,304,8,425,150
14816,img/planet9.png,203,109,9,203,109
14816,img/planet10.png,51,49,10,822,98
14816,img/planet11.png,517,107,11,856,166
14816,img/planet12.png,526,354,12,526,354
14816,img/planet13.png,402,85,13,582,393
14816,img/planet14.png,59,328,14,332,191
14816,img/planet15.png,604,204,15,604,204
