subject_id,src,x,y,planet,x_init,y_init
14092,img/planet1.png,536,281,1,852,22
14092,img/planet2.png,937,377,2,937,377
14092,img/planet3.png,55,240,3,300,198
14092,img/planet4.png,469,354,4,339,136
14092,img/planet5.png,458,0,5,281,297
14092,img/planet6.png,454,147,6,363,161
14092,img/planet7.png,884,439,7,884,439
14092,img/planet8.png,82,392,8,82,392
14092,img/planet9.png,412,310,9,412,310
14092,img/planet10.png,19,126,10,24,208
14092,img/planet11.png,170,318,11,573,366
14092,img/planet12.png,376,7,12,104,313
14092,img/planet13.png,843,315,13,843,315
14092,img/planet14.png,54,67,14,34,92
14092,img/planet15.png,524,61,15,432,359
