subject_id,src,x,y,planet,x_init,y_init
14651,img/planet1.png,491,23,1,712,183
14651,img/planet2.png,131,457,2,190,314
14651,img/planet3.png,327,395,3,937,300
14651,img/planet4.png,392,112,4,392,112
14651,img/planet5.png,310,23,5,868,36
14651,img/planet6.png,67,235,6,598,196
14651,img/planet7.png,342,238,7,836,40
14651,img/planet8.png,108,111,8,108,111
14651,img/planet9.png,516,186,9,922,96
14651,img/planet10.png,210,220,10,210,220
14651,img/planet11.png,189,376,11,771,172
14651,img/planet12.png,66,14,12,66,14
14651,img/planet13.png,675,154,13,761,347
14651,img/planet14.png,188,19,14,576,24
14651,img/planet15.png,261,147,15,783,398
