subject_id,src,x,y,planet,x_init,y_init
15010,img/planet1.png,935,32,1,846,108
15010,img/planet2.png,178,342,2,936,380
15010,img/planet3.png,292,19,3,563,129
15010,img/planet4.png,37,100,4,459,306
15010,img/planet5.png,845,421,5,845,421
15010,img/planet6.png,64,64,6,646,293
15010,img/planet7.png,234,332,7,219,4
15010,img/planet8.png,353,30,8,492,207
15010,img/planet9.png,850,353,9,558,214
15010,img/planet10.png,306,382,10,273,27
15010,img/planet11.png,32,13,11,484,111
15010,img/planet12.png,245,403,12,159,308
15010,img/planet13.png,939,86,13,884,380
15010,img/planet14.png,279,448,14,504,402
15010,img/planet15.png,899,388,15,668,0
